,gym_id,level,spawn,start,end,pokemon_id,cp,move_1,move_2,last_scanned
0,0286ca0efb62481780795316aa2f0e43.16,3,2018-02-21 10:41:45,2018-02-21 11:41:45,2018-02-21 12:26:45,,,,,2018-02-21 11:34:10
1,0471fd54e26349cbb805a9e7ff4772b8.16,2,2018-02-21 09:25:05,2018-02-21 10:25:05,2018-02-21 11:10:05,87.0,9216.0,266.0,105.0,2018-02-21 11:08:30
2,0c6793e0753d4a91b4c5b5918d8a743f.11,1,2018-02-21 09:43:17,2018-02-21 10:43:17,2018-02-21 11:28:17,320.0,3369.0,230.0,131.0,2018-02-21 11:28:04
3,0fb1453c310f4595a7e79368dc0da069.16,1,2018-02-21 08:07:37,2018-02-21 09:07:37,2018-02-21 09:52:37,320.0,3369.0,230.0,131.0,2018-02-21 09:50:35
4,1082da773a3f4d30b5de4ded03d55422.16,1,2018-02-20 17:39:56,2018-02-20 18:39:56,2018-02-20 19:24:56,320.0,3369.0,230.0,131.0,2018-02-20 19:24:24
5,1c440df2f085444caa360d06a63e49a0.16,2,2018-02-21 10:03:18,2018-02-21 11:03:18,2018-02-21 11:48:18,91.0,15678.0,218.0,107.0,2018-02-21 11:08:28
6,2339f669b7b14ea9800b9df89eb46694.16,5,2018-02-21 09:28:15,2018-02-21 10:28:15,2018-02-21 11:13:15,384.0,45468.0,255.0,45.0,2018-02-21 11:12:39
7,241618fc3fd847eab588c938b9b03f25.16,2,2018-02-21 09:08:59,2018-02-21 10:08:59,2018-02-21 10:53:59,91.0,15678.0,217.0,107.0,2018-02-21 10:53:47
8,255644e5b50a42eca13c77250436029f.16,5,2018-02-21 08:28:16,2018-02-21 09:28:16,2018-02-21 10:13:16,384.0,45468.0,255.0,277.0,2018-02-21 10:13:04
9,2c36739bd6be4effb2d28dcf1da246cc.16,3,2018-02-21 09:35:40,2018-02-21 10:35:40,2018-02-21 11:20:40,221.0,13663.0,217.0,254.0,2018-02-21 11:20:33
10,2ec6849344d94a348d35933db85fccc9.16,4,2018-02-20 14:05:10,2018-02-20 15:05:10,2018-02-20 15:50:10,160.0,27740.0,202.0,39.0,2018-02-20 15:49:22
11,2f60c7bc597643e08041dabecc4a16a2.16,2,2018-02-21 10:15:05,2018-02-21 11:15:05,2018-02-21 12:00:05,91.0,15678.0,218.0,254.0,2018-02-21 11:34:17
12,33fc9aa44c844314a85d60df2a1194d8.16,1,2018-02-20 18:13:32,2018-02-20 19:13:32,2018-02-20 19:58:32,129.0,1165.0,231.0,133.0,2018-02-20 19:42:46
13,355fa2dfe4274ca68cb8a8822aaac1a8.16,4,2018-02-20 15:08:44,2018-02-20 16:08:44,2018-02-20 16:53:44,160.0,27740.0,283.0,39.0,2018-02-20 16:53:31
14,38f2d91409bd4d01a2eb458673dcefe9.16,5,2018-02-21 09:28:34,2018-02-21 10:28:34,2018-02-21 11:13:34,384.0,45468.0,255.0,45.0,2018-02-21 11:12:55
15,3e7231af60ba4ba29a675c055406b46b.16,3,2018-02-20 20:26:15,2018-02-20 21:26:15,2018-02-20 22:11:15,184.0,8989.0,237.0,88.0,2018-02-20 22:11:15
16,40ac99e1bc6a420dbaf6722b2608dba5.16,1,2018-02-20 13:39:13,2018-02-20 14:39:13,2018-02-20 15:24:13,361.0,2825.0,244.0,70.0,2018-02-20 15:20:12
17,4175c939c96a46d8b326d7634292a226.16,4,2018-02-21 10:31:08,2018-02-21 11:31:08,2018-02-21 12:16:08,248.0,34707.0,202.0,32.0,2018-02-21 11:34:17
18,49096f45a26e4e53938248cf6c37ad03.16,5,2018-02-21 08:02:13,2018-02-21 09:02:13,2018-02-21 09:47:13,384.0,45468.0,255.0,277.0,2018-02-21 09:46:58
